GeneID	Myers_H1-hESC_cell_2x75_200_1	Myers_H1-hESC_cell_2x75_200_2	Myers_HUVEC_cell_2x75_200_1	Myers_HUVEC_cell_2x75_200_2
102465448	10	8	7	6
79064	624	654	533	383
10482	2617	2373	4814	2962
102465257	1	0	2	1
6811	1013	1346	1904	1761
105369332	466	426	210	124
54663	2104	2527	1203	818
23642	6870	6090	2567	1510
9304	154	125	70	36
9298	316	216	78	50
9299	178	91	25	23
9297	153	99	35	23
9300	184	109	70	25
9301	126	65	48	25
9302	135	76	64	29
9303	191	123	64	30
6520	13322	14307	7179	4558
1128	35	44	0	1
105369333	51	53	0	1
9356	0	1	0	0
9376	0	1	0	0
283238	0	0	1	0
387601	1	1	3	3
105369334	0	2	0	0
387775	0	0	0	0
114571	3	1	0	0
117245	529	639	1	0
85329	50	66	0	0
5920	37	81	59	52
54979	12	7	6	4
11145	3166	3870	2445	1685
105369335	1	2	0	0
107984336	1	4	1	1
25923	751	840	3993	2422
10313	7970	7770	8601	5590
65998	2442	2313	2586	2183
144097	4028	4921	2391	1677
2011	2980	3043	1926	1381
283248	4537	5222	22	18
79829	2043	1727	1918	1231
1351	5824	7119	4910	3184
55611	5931	6379	5734	3615
28992	407	719	448	533
101927673	18	24	22	26
23769	136	196	77	33
105369339	2	12	7	14
10963	12996	14271	14414	8986
83706	128	153	3453	1068
83707	805	921	583	427
84304	777	910	670	520
3338	524	679	803	953
7423	955	1126	2045	1934
2286	646	755	560	547
114841035	660	765	569	551
26472	5021	6017	7011	4451
105369340	454	396	321	207
5331	8014	8246	5566	4565
572	381	408	936	782
56834	1410	1445	1336	1206
50801	4	6	0	0
106780802	8	13	3	1
25858	6	8	3	1
2101	1958	1846	1396	1294
51504	5217	5610	4253	2797
25824	6319	7784	6880	5851
102723878	8	3	2	0
283234	916	1019	80	76
102466815	0	0	0	0
8986	620	757	3002	2062
100302280	1	1	0	0
107984366	9	14	0	0
105369341	0	1	0	0
100996455	4	5	0	0
55867	1	3	0	0
116085	1	0	0	0
9379	381	582	1	2
107984337	16	16	0	0
10235	1405	1594	19	53
5837	712	983	18	17
7536	11120	11784	10249	6185
5871	996	1183	3363	2747
4221	3136	3118	2734	2046
55561	1688	1463	59	54
10938	2038	1894	9892	5619
113218486	20	11	73	65
105369343	4	2	3	1
406967	0	0	0	0
406970	0	0	0	0
23130	2023	1821	2546	1734
102466192	5	1	2	0
102466727	0	0	2	1
5526	282	313	1356	1118
170589	24	42	1	0
283129	1	0	1	1
116071	78	98	32	29
100528018	1752	2291	1414	1400
402	3630	4544	2078	2469
102466756	0	0	0	0
29907	333	364	402	263
29901	652	692	420	328
10004	142	225	137	134
113130	4187	4395	1648	687
7542	708	834	1248	991
100130348	11	22	20	18
738	4684	5021	3387	3536
7108	1451	1686	327	202
741	348	363	220	179
2197	9199	12094	9282	8462
740	2269	2301	1999	1384
84447	1926	1669	1750	1494
102465449	6	4	2	0
387778	4	11	2	2
728975	89	102	204	110
823	8046	9141	14293	10744
440044	239	284	24	17
23649	1789	1997	1440	674
105369344	32	41	33	19
10435	619	697	2276	1550
5977	3189	3531	3119	2191
220359	67	57	11	7
283130	13	49	83	64
83786	857	1005	2759	2008
107984338	123	113	2022	1188
283131	1077	1093	33805	17189
693197	1	2	45	25
101927789	5	0	23	24
105369346	9	4	0	0
378938	7816	9734	47272	29960
109136579	7619	9496	44291	28755
109136578	17	13	22	12
57410	2299	2661	4136	3118
4054	553	717	10419	15125
254100	40	31	17	15
10534	1061	1112	1347	901
23625	418	491	2144	1938
254102	316	418	1987	1666
10089	9	8	5	8
4296	2180	2637	8880	6948
399909	4026	4013	5302	3793
100616292	4	4	3	4
6494	1998	2253	4224	3374
100616284	2	2	2	4
5970	1067	1157	5645	4230
105369347	81	89	56	44
10524	1179	1314	1102	733
84153	1176	1379	1466	927
91056	1206	1154	1728	1455
5017	224	210	0	0
101927828	1	1	0	0
254122	4478	5215	9260	6713
1072	26615	29600	49086	34777
80198	1095	1328	1781	1196
30008	316	334	2305	3108
1521	4	4	8	16
9158	2610	2905	3823	2964
11007	1055	1248	3195	2420
8061	507	459	4123	1769
83638	955	1000	1801	1088
10589	2196	3111	3858	2945
105369349	10	2	3	3
105369350	2	4	0	0
254187	150	264	0	0
9092	3366	3873	3488	2514
84285	883	984	1001	682
8815	5369	6234	5738	3264
1474	43	59	1	2
117144	2	2	21	17
89792	976	1067	3	2
10992	11305	12128	10944	6792
109616986	9	9	1	2
55690	2068	2114	5348	4954
105369354	2	2	3	3
64837	1812	2072	1805	1558
105369352	570	547	452	347
105369351	13	14	3	11
81876	3987	4521	8817	5968
107984340	813	752	1801	1204
254263	295	416	13	16
10897	2115	2153	3306	2766
256472	131	170	2	5
57124	127	218	5	5
9610	228	268	741	462
25855	1595	1659	2147	1322
11041	1375	1424	1792	1190
102724064	228	216	24	21
100189285	4	4	4	0
3177	3087	2945	214	188
266743	165	168	0	0
65003	2801	3187	1738	1186
246330	239	333	194	172
101928069	53	51	108	71
10072	4142	4392	3202	2834
582	1008	1039	1069	880
254359	604	673	1039	990
89	3873	5178	2	0
8722	145	126	602	796
55231	39	34	17	8
9973	1260	1559	1170	1018
100526737	2019	2625	2120	1236
10432	2422	5039	2712	1461
5936	3927	4571	4233	2698
83759	1002	1063	1150	786
6712	6894	6861	1827	1844
79703	899	848	476	357
9986	1182	1237	856	599
5091	1146	1165	528	414
78999	2059	2166	1659	1395
100423029	0	0	0	0
105369355	3	1	2	3
254439	18	16	0	0
91683	167	316	0	0
102465518	0	0	0	0
29984	261	370	336	404
107984341	32	22	4	6
22992	5053	4789	7210	5098
156	3514	3674	3497	3086
338692	894	916	951	832
54961	1124	1329	931	688
100130987	37	25	24	29
57804	463	586	2558	2346
23529	55	43	222	212
5883	1194	1309	1055	779
5499	5796	6201	7464	5193
374403	23	32	10	9
57571	157	192	17	26
6199	1452	1671	1905	1178
57175	3447	3796	4239	4383
5790	64	70	16	10
390212	2	1	3	4
57010	10	3	59	54
80194	504	646	438	461
9049	745	936	1253	1486
102465450	3	2	4	1
9600	2466	2420	1759	1631
10263	1296	1279	1666	1675
51475	0	1	0	0
2950	35200	41244	21468	20882
100505621	7	4	2	1
4723	4064	4817	4908	4536
390213	74	79	1	2
254552	279	240	192	136
347853	258	108	0	0
91703	2	1	0	0
222	1	1	0	0
105369358	7	9	0	0
105379406	0	0	0	0
645332	242	240	132	104
105369360	4	10	0	0
112268076	34	60	0	0
81622	887	886	360	295
221	61	68	12	10
4728	3153	3689	2366	2128
102465669	18	22	11	5
100616403	17	22	11	4
10312	1900	1970	4795	4097
102465451	11	3	15	8
1119	2421	2119	838	573
105369362	40	30	3	4
51111	1498	1654	1788	1403
53838	1797	1680	1476	1225
105369363	2	5	1	2
4041	3680	3595	5890	4073
55291	5560	4631	6048	3630
107984343	441	460	29	15
51083	1977	2027	160	62
9633	1684	1708	97	62
1374	693	667	8883	8382
105369364	46	58	162	151
219927	1418	1533	1714	1043
3508	863	785	979	707
116512	0	1	0	0
116535	608	434	0	0
101928200	5	7	0	0
219931	1012	1079	972	625
100422846	4	7	6	4
107984344	43	38	54	39
338694	2	1	0	0
107984345	66	83	10	8
105369366	1	0	0	0
105369367	5	7	2	0
105369368	0	1	0	0
26579	6	16	770	141
105369370	3	9	244	46
102724265	0	1	0	0
105379407	0	0	0	0
101928292	1	1	1	0
595	6782	6308	31920	15706
220064	528	571	777	535
9965	372	317	0	0
2249	49	19	0	0
2248	0	0	0	0
107984368	0	0	0	0
107984355	2	4	0	0
101928443	0	0	0	0
105369371	1	0	0	0
100009613	0	0	4	1
55107	253	433	18	11
105369372	0	0	0	0
101928473	0	2	0	0
8772	1661	1761	2372	1444
8500	3075	2599	3342	2150
100313770	0	4	0	0
107984346	2	8	3	2
105369373	114	62	107	55
107984347	398	369	363	268
2017	10202	10368	14923	13006
22941	2603	2269	0	0
100874198	6	18	0	0
220070	1	5	0	0
100500844	0	0	0	0
399923	3	0	0	0
1717	6834	6974	5383	2933
55191	1577	1987	4515	3433
102466728	0	0	0	1
440050	0	1	1	1
57830	0	0	0	0
3846	0	0	1	5
387273	2	4	0	1
440051	0	0	0	0
105379409	3	2	0	1
55199	622	512	263	150
285407	118	97	24	25
100131539	10	8	7	2
245911	0	1	0	0
100133315	71	78	96	48
100129216	7	6	5	8
55298	1353	1324	4717	3096
10068	727	664	1136	882
4926	8110	8707	8808	6322
100128494	1828	1914	2116	1457
100422953	0	0	0	0
220074	1136	1177	1048	689
55004	2973	3584	3803	2643
25906	882	1029	874	556
2352	0	0	1	0
2348	14	20	4	0
2350	0	0	0	0
3636	5214	5563	7995	6325
401	15	16	10	8
81570	1409	1244	2167	1441
112268077	2	5	2	1
105369376	1	3	0	0
101928555	1	2	12	15
5138	145	251	463	890
105369378	22	32	18	28
105369377	0	1	0	0
406931	0	0	0	0
105369379	0	1	0	2
116985	4517	4386	5284	3904
100506020	148	136	208	128
10809	705	861	410	452
100616410	0	0	0	0
105369380	15	34	12	10
107984421	39	19	16	9
89849	811	881	1036	953
9873	323	331	3089	2156
105369381	1	2	2	1
5029	76	100	599	294
105369382	0	1	0	0
5031	4	3	6	6
9828	827	825	4643	4748
100287837	22	25	120	133
84957	286	386	706	616
23201	2003	1692	2422	1872
58473	496	680	19	36
5870	2230	2004	7038	4946
51642	870	804	911	575
51287	3147	4019	2060	1655
80227	1203	1461	959	654
374407	217	201	9	7
7351	989	1357	414	535
7352	66	41	44	24
26005	1532	1185	2209	1111
51400	2328	2151	2465	1892
105369383	23	11	9	2
283208	2	1	1134	1142
101928580	0	0	49	49
112268078	0	0	0	0
283209	1742	1191	2989	2195
100616215	0	0	0	0
10008	151	99	17	15
387787	127	173	38	24
100287896	92	94	56	49
105369386	0	0	1	0
10714	1219	1325	1169	692
25884	18	28	1	1
100616402	0	0	0	0
254225	603	499	1963	1429
143570	263	273	718	457
107984352	3	4	1	1
9789	1711	1689	3019	1832
10825	1171	1082	855	625
341152	0	1	0	0
107984358	0	0	0	0
11309	4	3	3	4
105369388	4	10	0	2
100507050	48	64	12	7
408	1000	995	5238	3825
442900	0	0	1	1
6188	68690	73252	68924	54265
6079	9	4	10	5
114599	23	18	16	14
283212	11	22	28	30
81544	442	527	2254	1751
105369389	2	1	4	1
871	16089	20235	21038	16379
105369391	4	1	51	31
4135	71	117	18	13
105369392	0	0	0	0
80168	0	0	0	0
105369393	0	0	0	0
283214	0	1	0	0
84649	191	280	96	70
100506113	3	2	12	8
7405	607	549	2890	2180
7481	4	3	2	6
112268079	0	2	0	1
107984359	1	4	0	0
100189072	0	0	0	0
100189224	0	0	0	0
105369395	0	0	0	0
5612	966	828	2751	1579
100506127	593	514	170	110
56946	1725	1456	1460	947
101928813	0	0	62	48
2615	83	85	4079	4705
107984360	4	5	177	212
390226	11	23	0	1
105369397	0	0	0	0
25987	1224	1289	1325	1164
101928837	8	15	8	1
55331	580	546	2349	1239
192134	0	1	0	0
105369399	0	0	0	0
105369400	0	0	0	0
726	1435	1505	2065	1737
4975	1	2	6	3
4647	210	273	25	26
220032	11	6	2	0
5058	6237	6514	670	421
646029	3	2	3	0
282679	60	73	53	23
1207	3735	4032	4084	2473
107984369	0	0	0	0
51773	3035	3180	4123	3130
28971	346	410	1140	869
92105	1164	1122	1473	895
100532726	1213	1450	1811	1283
65987	424	397	22	10
7069	1	4	3	1
4718	932	1226	2190	1855
105369401	3	3	0	0
79053	1623	1477	1361	711
100289388	84	69	90	70
283219	218	193	774	596
57558	638	635	1133	1014
9846	969	955	4251	3186
105369402	2	1	2	1
101928865	24	22	15	8
79731	1361	1360	1008	567
105369403	7	4	6	2
101928896	1	2	1	0
26011	497	450	20	22
100126333	1	0	0	0
100847000	0	0	0	0
105369405	0	0	0	0
107984424	0	0	0	0
105369406	0	0	0	0
105369408	0	0	0	0
105369409	0	0	0	0
101928944	0	0	0	0
101928989	0	0	0	0
100422823	0	0	0	0
107984423	0	0	0	0
105369410	0	0	0	0
220382	26	37	3	1
105369413	0	1	7	10
5547	2660	2835	10474	8417
220042	802	605	683	294
27314	187	173	1637	1052
100379250	0	0	0	0
100506233	142	200	244	123
51585	2003	1819	1970	1383
100506282	91	66	130	63
106736475	14	10	29	16
338699	227	253	506	352
60492	948	1006	2511	1552
105369420	1	0	0	0
1740	198	200	21	11
107984425	0	0	0	0
101929043	2	2	0	0
105369416	0	1	0	0
55863	1037	940	1671	884
84233	517	454	985	541
58487	2041	1942	2026	1340
220388	1	1	1	0
54843	154	116	56	17
220047	0	0	0	0
8301	2019	1762	11246	7215
107984426	0	0	1	0
8726	1037	1180	1182	702
102465452	2	2	0	1
51501	1484	1423	1503	900
105369421	2	1	2	0
60494	28	25	94	219
10873	82	128	1187	828
107984427	6	11	49	14
102724775	0	0	0	1
11098	358	424	40223	24304
8587	0	0	7	5
112268086	0	1	97	44
107984429	2	3	61	61
107984428	26	32	1163	773
8322	435	421	19295	10757
100506368	7	11	11	11
105369422	0	0	1	1
65084	743	653	1371	774
107984361	0	0	0	0
105369423	0	0	0	0
23682	440	456	157	57
100423040	0	0	0	0
1075	12547	13172	14174	7071
101929174	12	16	18	26
2915	25	21	23	10
100873989	14	10	11	5
107984363	0	0	4	0
7299	0	1	5	2
50507	52	48	1879	1597
219595	0	1	1	0
390231	0	0	0	0
57093	0	0	0	0
105369176	0	0	0	0
642446	0	0	0	0
399939	0	0	0	0
729384	0	0	0	0
120146	0	0	0	0
399940	0	0	0	0
642569	0	0	0	0
642612	0	0	0	0
642623	0	0	0	0
10003	279	221	73	36
26973	1416	1333	2172	964
101929222	1	0	4	1
100616186	0	0	0	0
100302228	0	0	0	0
105369427	0	0	0	0
107984371	0	0	0	0
105369428	0	0	0	0
105369429	0	0	0	0
120114	1869	1629	179	363
105369431	0	0	0	0
4544	4	4	0	0
120103	725	516	865	496
112268080	0	0	0	0
159989	4	10	0	0
56935	875	922	513	351
85459	695	645	1588	896
619383	111	86	168	115
79101	1624	1431	3790	2707
684959	11	11	19	19
692063	7	8	45	27
692075	5	5	25	17
677792	14	0	18	21
654320	113	60	144	86
692072	9	6	34	20
677805	61	42	93	60
100302240	49	28	21	19
677822	144	84	239	112
28970	650	532	902	674
9440	851	649	1660	912
387804	25	24	2	4
341208	30	15	17	7
24145	2601	1995	3347	1636
105369435	86	94	1	0
390243	0	2	1	1
10888	37	20	3	1
4361	1494	1353	1619	863
100302275	0	0	0	1
54851	264	193	335	247
643037	0	0	0	0
2526	395	309	331	275
105369438	97	76	77	51
143689	16	12	14	3
105369436	3386	2738	0	0
154810	2443	2026	6367	4276
107984376	1	3	0	0
51503	934	1015	2058	1374
55693	89	131	71	37
390245	0	0	2	5
107984375	0	0	2	5
10929	657	710	1988	961
23052	175	136	2296	957
101929295	3	3	13	3
143686	1237	1047	238	81
100129203	16	22	8	2
105369439	0	0	0	0
105369440	0	0	0	0
105369441	2	0	0	0
107984377	0	0	0	0
143684	468	410	718	412
9702	1865	1509	1762	1159
8898	1934	1627	3945	1923
84441	359	285	1202	1114
100422991	8	5	16	10
79780	563	439	2441	1277
8690	312	273	689	483
100874053	0	0	0	0
105369443	0	0	0	0
105369448	0	0	0	0
105369450	0	0	0	0
105369451	2	0	0	0
105369452	0	0	0	0
105369453	0	0	0	0
105369454	0	0	0	0
105369455	3	6	0	0
53942	2	3	0	0
107984430	0	0	0	0
107984431	0	0	0	0
105369456	0	0	0	0
100128386	47	42	10	4
143872	1547	1216	409	192
105369457	1	3	2	0
109616988	0	0	0	0
5241	9	2	0	0
101054525	1	0	0	0
105369458	0	0	0	0
7225	45	27	0	0
100500823	0	0	0	0
253935	0	0	6	7
57562	106	89	1150	676
85016	29	43	7	7
10413	4666	3879	2938	1785
105369460	1	1	0	0
330	6	2	126	108
329	758	683	5004	3229
114908	1940	1704	19241	12544
101928424	12	11	31	33
102723838	0	0	0	0
4316	0	0	360	357
9313	0	0	0	0
101928477	0	0	0	0
64066	0	0	0	0
4317	0	0	0	0
4319	4	3	1419	3458
100288077	2	13	9664	2881
4312	1	1	63626	20790
4314	0	0	7	15
4321	0	0	0	0
4322	0	0	0	0
84259	2190	2164	3396	1983
79659	1060	793	406	259
105369463	0	0	5	8
102723862	1	0	0	1
100616457	1	0	0	0
105369464	0	2	2	0
80310	150	125	523	226
414301	0	1	0	0
102723879	0	0	0	0
102723895	3	2	0	0
105369466	0	0	0	0
107984380	0	0	3	7
100506742	0	0	75	96
643733	0	0	306	604
837	2	2	3877	2353
838	0	0	25	5
834	0	0	304	217
114769	0	0	1370	1186
107984381	0	0	0	0
440067	0	0	0	1
440068	0	1	90	85
59082	0	0	1	1
105369469	0	0	0	2
105369468	0	0	0	0
2893	295	227	2	1
84437	765	583	1030	726
143879	190	197	303	209
60496	862	829	2540	1271
105369473	0	0	0	0
101928535	0	0	2	0
105369474	0	0	2	1
2977	67	48	187	103
112268081	0	0	0	0
105369475	0	0	0	0
105369477	102	75	115	58
143884	705	605	783	414
91801	442	403	1284	506
55531	40	33	1658	1008
112267904	2	2	94	30
6588	0	1	3	0
54733	1161	1135	4106	3012
54734	340	240	1	0
8065	827	598	2764	1612
38	1149	1146	4164	3107
4863	708	561	1505	816
472	1913	1507	3845	2482
160140	46	32	61	37
143888	554	532	4063	2527
112267909	5	11	3	2
23086	304	196	2	2
101928561	0	1	0	1
1662	1568	1351	2315	1505
399947	28	22	0	0
105369482	0	0	0	0
105369483	0	0	0	0
107984384	0	0	0	0
105369484	0	0	4	2
85463	273	205	1427	858
5962	3484	2917	11185	6636
105369486	2	4	25	13
107984385	0	0	1	0
2230	426	500	967	448
105369487	8	1	3	0
57569	13	6	175	62
105369488	0	0	0	0
105369489	0	2	0	0
105369490	0	0	3	2
102723966	0	0	1	1
341032	0	0	0	0
399948	65	71	2	1
120376	57	81	3	1
105369491	0	0	0	0
100616330	0	0	0	0
5450	0	0	0	0
54766	2	3	0	0
100132078	0	0	0	0
107984386	0	0	0	0
644277	0	0	0	0
728196	0	0	0	0
407041	0	0	0	0
407042	0	0	0	0
399949	0	2	0	0
143903	162	151	37	20
23235	1300	1171	2124	1743
5519	3488	2648	2851	1654
79796	655	708	1256	776
91893	103	110	178	110
64776	357	335	198	126
1410	30	30	2	13
3316	16	22	2	1
100528019	30	40	11	20
91894	30	36	11	19
85458	717	611	4160	3904
1737	2364	2061	2620	1217
120379	116	96	397	157
55216	998	977	1285	734
26521	2012	2457	2537	1128
6392	1927	1875	2923	1607
3606	7	9	655	605
107987164	0	0	1	0
56158	4	3	3	2
83875	20	10	25	21
5805	281	269	873	452
349633	1	0	0	1
100132686	2	0	0	1
283140	5	6	56	38
107984388	1	2	0	0
107984387	13	14	16	4
107984389	0	0	0	0
101928823	0	0	0	0
387810	0	0	0	0
105369496	0	0	0	0
105369498	0	0	0	0
101928847	9	8	0	0
4684	359	409	6	3
100288346	12	18	0	0
54970	300	314	158	90
255239	3	8	2	1
1813	27	37	0	0
100422855	0	0	0	0
105369501	0	0	0	0
107984390	4	4	1	1
80975	47	63	41	14
9183	1230	1076	1838	914
644672	0	0	0	0
57646	4345	3469	1655	1094
9177	0	1	0	1
3359	305	380	0	0
7704	12	18	631	924
101928875	0	0	0	1
4837	3	0	8088	7360
101928940	1	0	2	3
107984391	1	0	10	4
54494	259	301	199	195
10179	1068	806	1709	1175
25996	2253	2057	5527	3689
120406	19	4	2	3
120400	0	0	0	0
54827	3	0	1	0
105369504	0	0	0	0
105369506	0	0	0	0
105369505	0	0	0	0
23705	812	738	22	29
105369509	1	1	0	0
105369507	1	1	0	0
105369511	0	0	0	0
105369512	2	1	0	0
101928985	0	0	0	0
283143	13	22	0	0
107987165	6	5	0	0
102724165	1	2	0	0
112268082	0	0	0	0
105369513	5	6	0	0
107984393	44	24	14	9
107987166	19	15	5	2
107984372	9	4	1	0
101929011	8	6	2	0
84811	1071	1133	877	512
8882	2332	2184	2698	1678
116519	5	5	0	1
337	1	2	2	0
345	0	1	0	0
335	26	26	3	5
104326055	6	8	2	0
23387	2303	2052	1720	1058
5049	3736	3647	6289	3667
51092	899	959	1802	1766
100652768	159	143	175	199
6876	4511	3690	1739	1776
9159	3172	2936	3107	2552
257160	1045	1053	1019	760
23621	989	1028	3468	2451
100379571	105	114	251	145
22897	1085	1091	2651	1824
57453	18	29	0	0
105369515	0	0	0	0
107984394	4	2	1	0
486	6	10	9	9
100533181	300	324	9	12
53826	1905	2334	5	20
84000	26	28	7	14
3587	3	1	8	29
100526771	0	1	2	7
56649	5	12	0	0
105369517	0	0	0	0
6330	400	458	19	26
6327	29	40	0	1
120425	23	11	2	3
196264	136	124	448	300
10205	78	86	1801	1159
916	2	1	0	0
915	0	0	0	0
917	0	0	0	0
9354	1938	1584	4157	2171
100131626	75	55	106	44
10632	3438	5321	5705	5058
4297	5250	4757	6762	4296
101929089	158	121	166	111
143941	15	8	9	4
84866	589	603	979	747
56912	215	367	1166	671
372	5228	4682	11926	7332
23187	3808	4139	9074	6442
102466719	51	56	83	88
11181	432	467	797	576
105369519	40	32	1	2
1656	4783	4602	9105	4920
643	764	855	501	322
283149	5275	5704	3802	2512
100616376	5	9	4	2
7379	5	19	2	1
283150	0	1	0	0
107984396	121	113	56	21
338657	1289	1388	1236	796
649946	94	73	49	24
6230	15494	16000	19403	16875
51399	2147	2017	2957	1769
2542	2366	2694	851	609
10525	17488	18166	21274	15183
55823	1209	1256	1898	1429
3145	2338	2775	798	445
3014	3786	4369	3325	1703
1798	2142	1962	2070	1665
107984397	36	45	15	11
9854	250	183	694	430
25988	1001	1211	749	461
64137	159	155	60	86
79671	1136	1327	919	735
79849	10	8	1	2
283152	56	83	32	49
109623467	2	1	0	0
867	4568	3566	5023	3149
4162	1847	1987	72327	35757
102465453	1	1	11	1
79102	5028	4944	2889	1514
114902	17	37	1990	1966
83552	17	37	1990	1966
9099	370	388	61	48
100499227	61	67	20	5
7070	14136	16942	1	2
107984398	19	19	6	5
105369520	12	5	2	0
5818	9864	9068	2616	1273
105369525	3	11	0	0
102724301	38	35	7	3
105369526	1	1	0	0
105369528	0	0	0	0
105369527	1	1	0	0
105378956	1	0	0	0
23650	2	9	0	1
105369529	0	0	0	0
107984399	0	1	0	0
105369530	0	1	0	0
220323	45	70	1878	1101
25833	72	135	2	2
649133	0	2	0	0
105369531	2	1	0	0
219902	389	453	458	376
23365	2315	1876	15519	9354
2900	137	165	70	16
107984400	5	6	0	0
105369532	4	8	4	2
101929227	1	3	1	0
101929208	0	0	1	0
219899	352	340	1341	973
7007	104	78	69	28
105369533	1	0	0	0
105369534	0	0	0	0
6309	2902	2286	2433	1227
105369536	15	10	0	0
6653	7072	6243	17	11
105369535	19	27	0	1
107984402	1	1	1	0
399959	12	12	1022	510
406911	0	0	1	0
414899	0	0	7	2
406882	0	0	6	1
113218492	0	0	3	0
406892	0	0	0	0
100189294	0	1	0	0
84959	468	421	3660	3314
56253	0	0	0	0
79864	30	32	283	203
390259	1	0	0	0
341056	35	17	47	15
3312	69272	63602	106324	51141
85391	11	6	7	3
85390	24	16	13	6
85389	14	10	20	9
101929289	30	46	9	10
79827	903	825	719	671
105369540	0	0	0	1
105369539	0	0	0	1
105369541	0	0	0	0
57476	1144	841	317	252
100616319	0	0	0	0
55800	59	54	143	75
105369543	6	2	4	4
7753	1635	1557	638	435
390260	0	0	0	0
105369544	0	0	0	0
390261	2	0	0	0
338661	0	3	0	0
338662	0	1	0	0
219875	1	0	0	0
219874	0	3	0	0
219873	0	0	0	0
79490	0	0	0	0
390264	0	0	0	0
219870	0	0	0	0
219869	0	0	0	0
390265	0	0	0	0
107984403	1	1	1	2
105369545	0	0	0	0
4013	747	867	1929	2895
26497	0	0	0	0
102724410	0	0	0	0
26492	0	0	0	0
112267863	0	0	0	0
26494	0	0	0	0
219865	0	0	0	0
283159	0	0	2	1
112268069	0	0	0	0
283160	0	0	0	0
26595	0	0	0	0
390271	0	0	0	0
107984404	0	0	0	0
283162	0	0	0	0
26493	0	0	0	0
219858	0	0	0	0
390275	0	0	0	0
116337	0	0	0	0
84897	1089	983	2052	1543
54414	265	325	2260	1885
53340	61	97	229	113
107984405	0	0	0	1
4900	34	27	1570	590
23584	8	9	122	65
90952	13	4	10403	5296
101929340	8	5	215	121
79684	1188	945	1228	620
100507283	22	25	24	18
64221	430	588	559	733
54538	3	6	33706	18014
107984406	0	1	132	58
220296	1	2	1	0
641654	1	1	1	0
105369547	24	37	4	1
80071	125	113	219	75
219855	116	94	209	106
219854	418	438	600	418
103695364	2	7	0	0
63876	178	236	2	6
105369549	5	1	0	0
9638	2171	2894	1995	1620
403312	16	24	10	5
105369550	10	3	1	1
9538	6019	6050	9307	4653
3703	6698	6763	12497	9298
1111	2725	2364	2095	1023
56	37	22	27	10
105369551	51	43	4	0
160065	0	0	0	2
399967	3	1	12	0
100169851	1	0	6	0
105369552	0	1	2	0
399968	2	0	3	0
219844	311	318	561	310
83480	662	525	597	385
29118	431	588	0	1
338667	1	0	1	0
50937	1400	1028	244	191
107984407	0	0	0	0
105369591	1	0	0	0
84881	2218	2159	1881	1398
79607	2064	2252	3606	2499
6734	2696	2938	6397	4676
55572	2632	2821	935	576
114609	238	207	246	142
105369557	92	76	82	47
28960	1121	1291	1264	778
399972	26	31	148	74
6484	528	636	643	452
84623	26	27	6	0
101929427	0	1	0	0
105369561	0	0	0	0
105369559	1	1	0	0
100874251	0	2	0	0
100422918	0	0	0	0
105369558	1	2	0	0
283165	3	5	0	0
101929473	0	0	0	0
105369562	0	0	0	0
107984379	0	0	0	0
101929497	0	0	0	0
107984373	0	1	0	0
107984374	0	0	9	15
105369563	0	0	14	28
105369564	0	0	0	0
107984408	0	0	0	0
2113	1585	1056	6084	4265
102466104	1	0	2	1
101929517	1	1	0	0
105369565	16	8	1	0
105369568	0	0	1	0
101929538	0	0	2	1
2313	12	2	7259	4904
100507392	0	0	249	192
3758	16	11	1	3
107984409	1	1	2	0
3762	1	4	4	2
219833	28	32	58	35
63970	3	5	0	0
9743	1946	1525	990	736
399975	107	99	129	67
105369571	0	0	0	0
105369572	0	0	0	0
8538	0	0	1	0
107984410	0	0	0	0
101929557	0	0	0	0
120224	14	24	25	18
4798	2099	2110	2440	1647
56980	932	698	798	544
440072	16	7	11	10
107984432	5	5	11	2
334	24283	23758	95234	72660
6768	1683	1895	4	2
29068	4456	3349	1661	874
646383	8	8	0	0
11095	973	1053	0	0
170689	346	342	2	0
105369574	2	1	0	3
102466873	0	0	0	0
283171	0	0	0	0
105369575	0	1	2	0
105369576	0	3	1	0
100507431	3	4	0	1
103611081	50	51	115	91
399979	1929	1755	5596	4060
105369577	0	0	0	0
107984411	0	0	0	0
105369579	0	0	0	0
105369578	11	3	0	0
107984412	0	0	0	0
50863	684	833	187	60
101929653	5	7	0	0
101929637	3	3	0	0
107984413	36	41	7	4
100874281	0	0	0	0
4978	79	81	3	3
105369580	0	0	0	0
646522	1	0	0	0
219938	0	1	0	0
283174	2340	2295	8	4
100616119	81	62	1	0
22997	1097	803	9	1
107984414	0	0	0	0
100128239	10	18	1	2
83700	1551	1599	6256	3725
107984040	1	8	6	3
23310	3965	3490	5523	2923
109623486	63	70	177	114
112936	1469	1460	3352	2690
29087	2032	2237	1481	873
27034	3021	2817	1154	844
112937	2146	1716	0	0
89944	556	460	31	26
27087	1993	2090	0	2
283177	20	37	0	0
105369583	1	2	0	0
105369584	0	0	0	0
729305	11	11	0	0
105369586	1	1	0	2
100507548	2	0	0	0
105369588	1	0	0	0
105369587	5	0	0	0
105369589	0	0	0	0
107987373	699	845	565	423
107987374	16	19	1	0
107987375	2	3	0	1
112267876	46	18	0	0
102724852	236	99	1	1
100288778	1034	1120	333	307
107987170	5	7	0	0
677784	2	2	0	0
440073	157	228	0	1
105369593	1	1	0	0
